dts,rr10,rr25,bf10,bf25,S,F,r,q
2009-11-17,10.65,5.845,2.68,1,1.7117,1.7224,3.766,0.275
2009-11-18,10.76,5.8225,2.91,1,1.7255,1.7372,10.768,0.23
2009-11-19,10.28,5.6,2.825,0.97,1.7268,1.738,7.895,0.275
2009-11-20,10.2275,5.585,2.795,0.97,1.7314,1.7422,4.153,0.275
2009-11-23,9.79,5.38,2.59,0.935,1.7265,1.7374,7.211,0.275
2009-11-24,9.7925,5.3575,2.66,0.945,1.7313,1.7403,5.546,0.275
2009-11-25,9.31,5.1,2.545,0.89,1.7221,1.7322,4.341,0.278
2009-11-26,9.705,5.3275,2.605,0.925,1.7469,1.7576,7.21,0.3
2009-11-27,9.815,5.3825,2.56,0.915,1.7408,1.7521,9.556,0.275
2009-11-30,8.72,5.345,2.87,0.99,1.7557,1.7662,12.6,0.275
2009-12-01,9.915,5.26,2.98,0.955,1.7207,1.7307,3.912,0.275
2009-12-02,8.17,4.805,2.775,0.945,1.7186,1.7278,7.393,0.275
2009-12-03,8.14,4.63,2.6,0.885,1.7103,1.7197,8.298,0.275
2009-12-04,8.745,4.705,2.83,0.895,1.7315,1.7414,10.355,0.275
2009-12-07,8.455,4.665,2.565,0.87,1.7336,1.7428,10.593,0.275
2009-12-08,8.945,4.855,2.66,0.89,1.762,1.7709,4.405,0.275
2009-12-09,8.9525,4.8825,2.5525,0.8775,1.7622,1.7716,5.795,0.275
2009-12-10,8.37,4.8425,2.975,0.95,1.7567,1.7675,3.144,0.275
2009-12-11,8.38,4.75,2.59,0.885,1.7585,1.7689,11.514,0.275
2009-12-14,8.5875,4.665,2.6475,0.8975,1.7465,1.7561,8.225,0.275
2009-12-15,8.405,4.52,2.975,0.905,1.752,1.7627,7.117,0.275
2009-12-16,7.3825,4.275,2.8125,0.9225,1.7563,1.7654,8.698,0.275
2009-12-17,8.3575,4.49,2.8775,0.8775,1.7818,1.7921,3.25,0.315
2009-12-18,8.3875,4.5,2.8975,0.8825,1.7802,1.7906,3.08,0.265
2009-12-21,8.3625,4.48,2.9075,0.8875,1.7846,1.7956,6.311,0.27
2009-12-22,8.1625,4.39,2.6075,0.8725,1.7809,1.7908,4.637,0.265
2009-12-23,7.7775,4.205,2.64,0.89,1.76,1.7727,12.512,0.27
2009-12-24,8.4475,4.3125,3.08,0.93,1.763,1.7655,13.462,0.235
2009-12-28,7.7625,4.1925,2.59,0.875,1.7418,1.7535,5.322,0.27
2009-12-29,7.9325,4.23,2.9125,0.8625,1.7407,1.7522,13.57,0.27
2009-12-30,7.62,4.0625,2.875,0.93,1.7416,1.7469,6.186,0.265
2010-01-04,7.5275,4.0825,2.5925,0.8625,1.72,1.7311,5.634,0.265
2010-01-05,7.3725,3.995,2.6275,0.8625,1.7306,1.7429,4.017,0.265
2010-01-06,6.9625,3.8225,2.6775,0.8275,1.731,1.741,5.618,0.265
2010-01-07,7.2875,3.655,3.16,0.875,1.7465,1.7567,6.564,0.265
2010-01-08,6.7275,3.505,2.76,0.885,1.7264,1.7378,10.082,0.265
2010-01-11,6.6525,3.57,2.5275,0.8275,1.7373,1.7489,7.827,0.265
2010-01-12,7.2625,3.58,2.9025,0.8275,1.7484,1.7589,9.33,0.255
2010-01-13,6.4875,3.38,2.665,0.8025,1.7569,1.767,6.86,0.265
2010-01-14,6.3,3.335,2.705,0.79,1.7602,1.7709,8.507,0.255
2010-01-15,6.34,3.3775,2.4125,0.7675,1.7723,1.782,9.503,0.265
2010-01-18,6.75,3.39,2.6575,0.8675,1.7643,1.7773,5.256,0.255
2010-01-19,5.865,3.155,2.105,0.73,1.7701,1.78,11.567,0.265
2010-01-20,5.8775,3.1975,2.06,0.72,1.7888,1.7984,3.091,0.255
2010-01-21,6.4075,3.37,2.1675,0.73,1.803,1.8128,9.335,0.255
2010-01-22,6.385,3.4025,2.295,0.73,1.8247,1.8361,11.53,0.265
2010-01-25,6.64,3.375,2.4025,0.765,1.821,1.831,5.472,0.255
2010-01-26,6.7375,3.465,2.475,0.845,1.8353,1.8458,4.25,0.25
2010-01-27,6.845,3.5625,2.485,0.83,1.858,1.8668,3.382,0.255
2010-01-28,6.46,3.445,2.2325,0.7525,1.872,1.882,7.693,0.265
2010-01-29,6.61,3.3075,2.555,0.78,1.895,1.9041,6.528,0.265
2010-02-01,5.7,2.98,2.1275,0.6725,1.8481,1.8571,9.109,0.265
2010-02-02,4.69,2.5525,2.1775,0.6725,1.8297,1.839,5.562,0.265
2010-02-03,5.905,2.8725,2.6875,0.7475,1.8525,1.8614,6.484,0.265
2010-02-04,5.3125,2.81,2.1875,0.665,1.8769,1.8837,7.001,0.265
2010-02-05,6.3425,3.045,2.83,0.77,1.8793,1.8897,8.079,0.265
2010-02-08,6.0875,3.0375,2.4675,0.75,1.8755,1.886,8.616,0.265
2010-02-09,5.2275,2.73,2.2275,0.6525,1.8473,1.8576,7.582,0.255
2010-02-10,5.0325,2.6775,2.15,0.65,1.8562,1.8664,10.127,0.255
2010-02-11,5.1225,2.73,2.1775,0.6625,1.8433,1.8533,9.661,0.265
2010-02-12,5.21,2.695,2.2975,0.6375,1.8544,1.8648,8.385,0.265
2010-02-17,5.2325,2.785,2.0325,0.6575,1.8304,1.8429,11.882,0.265
2010-02-18,4.655,2.45,2.2375,0.6425,1.8088,1.8195,7.675,0.265
2010-02-19,4.29,2.335,1.9975,0.6275,1.8027,1.8129,11.563,0.255
2010-02-22,4.58,2.46,2.0325,0.6525,1.8113,1.8217,7.581,0.265
2010-02-23,5.1825,2.6625,2.285,0.69,1.8269,1.8379,6.215,0.255
2010-02-24,5.14,2.705,2.1975,0.6775,1.8246,1.8369,9.353,0.255
2010-02-25,5.225,2.78,2.22,0.6525,1.8238,1.8369,9.079,0.255
2010-02-26,5.1475,2.77,2.1225,0.6625,1.8076,1.8198,9.462,0.265
2010-03-01,6.5075,3.0725,2.975,0.805,1.7978,1.8091,4.24,0.265
2010-03-02,5.3775,2.84,2.0925,0.6725,1.7928,1.8036,7.939,0.265
2010-03-03,6.0775,2.93,2.4825,0.7375,1.7915,1.8013,6.435,0.255
2010-03-04,5.5225,2.975,1.9425,0.6625,1.7884,1.8,5.532,0.265
2010-03-05,5.3125,2.7425,1.625,0.515,1.7782,1.79,5.595,0.265
2010-03-08,5.6525,2.9175,1.85,0.595,1.7885,1.7989,4.323,0.24
2010-03-09,5.8525,3.145,2.15,0.625,1.7757,1.7867,3.115,0.265
2010-03-10,5.105,2.76,1.56,0.515,1.7688,1.7796,10.083,0.265
2010-03-11,5.31,2.76,1.7375,0.5,1.7639,1.7754,10.083,0.255
2010-03-12,5.44,2.845,1.845,0.48,1.7624,1.7743,9.481,0.265
2010-03-15,5.245,2.825,1.6175,0.5375,1.7644,1.7753,9.572,0.265
2010-03-16,5.415,2.67,1.8,0.56,1.7674,1.7773,4.505,0.265
2010-03-17,5.23,2.78,1.56,0.515,1.767,1.7767,10.936,0.255
2010-03-18,5.885,3.115,2.0425,0.5775,1.7917,1.8017,6.324,0.255
2010-03-19,5.725,3.195,2.0825,0.5875,1.8017,1.8118,6.589,0.255
2010-03-22,5.545,3.115,1.84,0.52,1.7897,1.8001,5.5,0.255
2010-03-23,5.47,2.955,1.775,0.5,1.7761,1.786,3.357,0.255
2010-03-24,5.46,2.955,1.615,0.515,1.8012,1.8106,5.881,0.255
2010-03-25,5.59,3.1,1.545,0.525,1.8191,1.8298,11.594,0.255
2010-03-26,5.4475,3.0625,1.7525,0.5575,1.819,1.8314,5.26,0.255
2010-03-29,5.5225,3,1.5925,0.5925,1.7945,1.8048,3.382,0.265
2010-03-30,5.2975,2.945,1.625,0.535,1.7899,1.8085,7.394,0.255
2010-03-31,5.23,2.905,1.655,0.57,1.7813,1.7935,8.96,0.255
2010-04-01,5.2575,2.755,2.3325,0.6825,1.7646,1.7762,10.497,0.32
2010-04-05,5.355,2.785,1.7275,0.5525,1.7618,1.7717,17.244,0.255
2010-04-06,5.57,2.925,1.8475,0.545,1.7531,1.7637,16.507,0.255
2010-04-07,5.775,3.035,1.945,0.62,1.7813,1.7918,17.041,0.255
2010-04-08,5.74,2.995,1.9725,0.5975,1.7809,1.7924,3.908,0.255
2010-04-09,5.8075,3.1825,2.0475,0.6775,1.764,1.7755,4.743,0.255
2010-04-12,5.3575,2.9775,1.74,0.61,1.7532,1.7655,3.755,0.255
2010-04-13,6.0625,3.3925,2.455,0.55,1.7495,1.7603,10.865,0.255
2010-04-14,5.9275,2.915,2.275,0.7,1.7455,1.759,11.207,0.255
2010-04-15,5.0475,2.735,1.925,0.56,1.7488,1.7595,7.689,0.255
2010-04-16,5.7525,3.0725,2.0175,0.6275,1.7582,1.7691,6.721,0.255
2010-04-19,5.3,2.895,1.555,0.5,1.754,1.7651,10.212,0.255
2010-04-20,5.3725,2.9625,1.6275,0.5525,1.7509,1.7611,8.086,0.255
2010-04-22,5.42,3.005,1.6525,0.5775,1.7638,1.7758,3.472,0.24
2010-04-23,6.19,3.2375,2.52,0.53,1.7565,1.7681,6.735,0.24
2010-04-26,5.3575,2.94,2.3175,0.5875,1.7465,1.7587,9.056,0.24
2010-04-27,5.04,2.91,1.7175,0.56,1.7713,1.7831,12.101,0.24
2010-04-28,5.8275,3.2675,1.7175,0.6075,1.7485,1.76,10.469,0.31
2010-04-29,6.155,3.4125,1.7425,0.6175,1.7277,1.7402,2.918,0.25
2010-04-30,6.135,3.34,2.125,0.54,1.7394,1.751,11.983,0.25
2010-05-03,5.115,2.895,1.8675,0.5925,1.727,1.7385,3.06,0.25
2010-05-04,6.64,3.65,2.08,0.67,1.7648,1.775,5.52,0.33
2010-05-05,7.1825,4.385,1.905,0.64,1.7951,1.8055,5.031,0.31
2010-05-06,8.0175,4.815,1.5975,0.6175,1.8551,1.8699,7.626,0.31
2010-05-07,7.8025,5.105,1.5025,0.5475,1.838,1.8512,6.285,0.31
2010-05-10,8.33,4.92,1.6725,0.6625,1.771,1.7855,8.329,0.31
2010-05-11,7.5275,5.1125,1.8375,0.6275,1.7904,1.8025,8.719,0.4
2010-05-12,9.0275,5.2475,2.07,0.765,1.7741,1.785,5.284,0.38
2010-05-13,8.545,5.23,2.075,0.775,1.7756,1.7882,7.411,0.38
2010-05-14,9.5,5.505,1.9825,0.75,1.7993,1.8111,10.215,0.43
2010-05-17,8.9025,6.1325,1.7225,0.5375,1.8006,1.8124,2.495,0.4
2010-05-18,9.54,6.1,1.93,0.615,1.8219,1.8339,8.759,0.4
2010-05-19,11.03,6.58,2.075,0.795,1.8278,1.8391,6.86,0.4
2010-05-20,12.07,6.9625,2.2,0.96,1.8836,1.8963,5.424,0.38
2010-05-21,9.6075,6.83,1.66,0.655,1.8534,1.8655,12.193,0.31
2010-05-24,9.355,6.4075,1.72,0.68,1.8704,1.8831,8.419,0.31
2010-05-25,10.635,6.325,2.64,0.89,1.8451,1.8574,4.675,0.31
2010-05-26,11.2725,6.5725,2.28,0.92,1.8717,1.8843,9.217,0.34
2010-05-27,8.665,6.05,1.7525,0.6075,1.8153,1.8287,8.009,0.39
2010-05-28,9.6875,6.1625,1.84,0.7175,1.8171,1.8289,7.568,0.31
2010-05-31,10.57,6.205,1.9025,0.8275,1.8209,1.833,17.264,0.375
2010-06-01,11.6825,6.275,2.2625,0.8375,1.8478,1.8603,8.165,0.31
2010-06-02,11.435,6.24,2.1425,0.8825,1.8176,1.831,9.854,0.31
2010-06-04,10.49,6.1075,1.8825,0.76,1.8654,1.8785,11.153,0.31
2010-06-07,11.535,6.3725,2.135,0.88,1.8798,1.8937,6.999,0.31
2010-06-08,11.1975,6.2525,2.0275,0.8475,1.8543,1.8682,10.094,0.31
2010-06-09,10.8075,6.05,1.8825,0.7725,1.8501,1.8621,13.775,0.31
2010-06-10,10.1775,5.7975,2.0675,0.7925,1.8045,1.8193,4.469,0.31
2010-06-11,10.535,5.93,2.0775,0.8325,1.8107,1.8239,10.143,0.355
2010-06-14,10.3775,5.9,1.91,0.81,1.8111,1.8241,8.893,0.31
2010-06-15,10.55,5.985,2.635,0.955,1.7875,1.8005,6.792,0.31
2010-06-16,10.5475,6.035,2.73,0.985,1.7873,1.7997,6.419,0.335
2010-06-17,10.2775,5.8725,1.78,0.74,1.7802,1.7942,3.162,0.31
2010-06-18,10.1025,5.815,2.1675,0.8325,1.7721,1.7838,10.016,0.31
2010-06-21,9.8325,5.7025,1.3775,0.625,1.7712,1.7834,11.934,0.31
2010-06-22,10.21,5.725,1.63,0.74,1.788,1.8008,8.191,0.31
2010-06-23,10.3875,5.86,1.5825,0.735,1.7873,1.7993,7.824,0.31
2010-06-24,10.685,5.99,1.5725,0.75,1.7836,1.7957,7.525,0.31
2010-06-25,10.1025,5.715,1.58,0.68,1.7802,1.7924,10.157,0.31
2010-06-28,10.13,5.5975,1.6825,0.665,1.7803,1.7936,10.617,0.31
2010-06-29,10.98,5.97,1.75,0.725,1.8134,1.825,10.642,0.31
2010-06-30,9.475,5.945,1.71,0.5775,1.8047,1.8164,10.611,0.31
2010-07-01,10.465,6.0075,1.7075,0.66,1.7911,1.8052,4.521,0.31
2010-07-02,10.6175,5.98,1.53,0.615,1.7721,1.7854,3.328,0.31
2010-07-05,10.16,5.935,1.575,0.59,1.7774,1.7904,6.252,0.31
2010-07-06,10.3675,5.72,1.7325,0.6825,1.7796,1.7912,9.664,0.31
2010-07-07,10.2225,5.795,1.565,0.69,1.7674,1.7779,7.781,0.31
2010-07-08,10.1925,5.795,1.4325,0.7475,1.7605,1.7716,4.792,0.31
2010-07-09,10.1575,5.77,1.6125,0.7425,1.7554,1.7755,3.21,0.31
2010-07-12,9.9275,6.6375,0.6475,0.695,1.7607,1.7721,4.563,0.28
2010-07-13,9.88,5.7625,0.935,0.7525,1.757,1.7674,9.213,0.31
2010-07-14,9.8,5.8525,0.7425,0.7625,1.7626,1.7722,5.968,0.31
2010-07-15,9.6775,5.5525,1.455,0.6325,1.7629,1.7754,7.286,0.31
2010-07-16,9.805,5.6475,1.4225,0.625,1.7821,1.7939,6.738,0.31
2010-07-19,9.84,5.7375,1.4225,0.605,1.7926,1.8038,9.962,0.31
2010-07-20,9.845,5.985,0.59,0.7625,1.7742,1.7855,4.406,0.31
2010-07-21,9.6,5.7025,0.705,0.7625,1.7808,1.7924,8.167,0.31
2010-07-22,8.9175,5.2225,1.0225,0.7275,1.7581,1.7698,7.383,0.31
2010-07-23,7.7225,5.1275,0.7675,0.6375,1.7738,1.7864,11.732,0.31
2010-07-26,8.91,5.62,0.7925,0.5825,1.7624,1.7762,3.66,0.31
2010-07-27,8.63,5.2175,1.09,0.63,1.7672,1.7783,6.34,0.31
2010-07-28,8.2625,4.72,1.495,0.64,1.769,1.7806,7.559,0.31
2010-07-29,7.11,4.2975,1.415,0.5725,1.758,1.7717,7.396,0.31
2010-07-30,6.73,4.2525,1.4375,0.56,1.7549,1.7683,5.677,0.31
2010-08-02,7.3025,4.21,1.41,0.6375,1.752,1.7656,8.617,0.31
2010-08-03,7.17,4.06,1.515,0.61,1.7574,1.7706,6.349,0.31
2010-08-04,6.7675,3.9525,1.4875,0.6075,1.7522,1.7659,2.868,0.26
2010-08-05,6.7175,3.875,1.305,0.5525,1.7518,1.7651,10.055,0.26
2010-08-06,6.6375,3.8175,1.4725,0.5525,1.7609,1.7737,8.67,0.26
2010-08-09,6.67,3.7975,1.535,0.5125,1.7489,1.7616,10.36,0.26
2010-08-10,6.8875,3.8975,1.5975,0.5525,1.7534,1.7668,13.635,0.25
2010-08-11,7.175,3.995,1.64,0.54,1.7748,1.7869,6.825,0.24
2010-08-12,7.5925,4.24,1.6275,0.5625,1.7697,1.7832,0.815,0.3
2010-08-13,7.3325,4.12,1.595,0.525,1.772,1.7856,8.455,0.23
2010-08-16,7.36,4.1275,1.6275,0.5875,1.7546,1.768,6.01,0.23
2010-08-17,7.015,3.8675,1.755,0.57,1.7544,1.7675,11.305,0.23
2010-08-18,6.075,3.4175,1.5875,0.5025,1.7531,1.7649,10.275,0.225
2010-08-19,6.16,3.4525,1.5925,0.5175,1.7555,1.7694,6.32,0.225
2010-08-20,6.4225,3.5775,1.7275,0.5575,1.7562,1.7685,6.03,0.225
2010-08-23,6.39,3.515,1.7325,0.5425,1.77,1.782,4.77,0.225
2010-08-24,6.5325,3.61,1.74,0.56,1.7705,1.782,8.805,0.225
2010-08-25,6.5725,3.655,1.7375,0.57,1.7635,1.7749,3.505,0.225
2010-08-26,6.385,3.6725,1.52,0.53,1.7619,1.7748,9.81,0.225
2010-08-27,6.3425,3.56,1.6725,0.5775,1.7501,1.762,10.46,0.225
2010-08-30,6.435,3.5875,1.62,0.5375,1.7594,1.7714,8.185,0.26
2010-08-31,6.2775,3.5325,1.5525,0.5275,1.7559,1.7678,4.88,0.225
2010-09-01,6.1,3.3775,1.69,0.5525,1.746,1.7564,6.355,0.225
2010-09-02,5.7225,3.16,1.685,0.5275,1.726,1.7381,4.38,0.225
2010-09-03,5.605,3.0975,1.665,0.5125,1.7328,1.7449,11.645,0.225
2010-09-06,5.5375,3.0925,1.6575,0.5525,1.7267,1.7388,6.66,0.225
2010-09-08,5.56,3.06,1.67,0.515,1.7263,1.7378,3.745,0.225
2010-09-09,5.41,3.01,1.645,0.5425,1.7203,1.7323,3.645,0.225
2010-09-10,5.3425,2.9375,1.6375,0.52,1.7222,1.7328,7.92,0.225
2010-09-13,5.4975,3.0375,1.7325,0.4525,1.7106,1.7234,1.84,0.225
2010-09-14,5.2275,2.9075,1.6925,0.4475,1.7099,1.7192,5.065,0.225
2010-09-15,5.1725,2.85,1.7175,0.4475,1.7236,1.7336,11.355,0.225
2010-09-16,5.1075,2.8225,1.6425,0.5225,1.7118,1.722,2.15,0.225
2010-09-17,4.97,2.765,1.625,0.545,1.7213,1.7327,9.585,0.225
2010-09-20,5.475,3.0025,1.5675,0.385,1.7331,1.7444,10.045,0.225
2010-09-21,5.0075,2.7925,1.5575,0.4925,1.7108,1.721,7.23,0.225
2010-09-22,5.0025,2.78,1.6275,0.5225,1.7183,1.729,7.015,0.225
2010-09-23,5.12,2.835,1.66,0.5225,1.723,1.7337,9.325,0.225
2010-09-24,5.05,2.7925,1.57,0.4925,1.7109,1.722,8.255,0.225
2010-09-27,4.8825,2.7775,1.51,0.4925,1.7106,1.7216,6.19,0.225
2010-09-28,4.8075,2.6825,1.5675,0.52,1.7079,1.7178,5.49,0.225
2010-09-29,4.8225,2.66,1.6375,0.52,1.7009,1.7104,7.095,0.225
2010-09-30,4.8525,2.6925,1.5925,0.5425,1.6873,1.6982,5.285,0.225
2010-10-01,4.575,2.52,1.64,0.4975,1.6897,1.7,7.445,0.225
2010-10-04,4.905,2.7025,1.67,0.515,1.6979,1.7081,5.815,0.225
2010-10-05,4.36,2.4175,1.6025,0.49,1.6632,1.6728,4.955,0.225
2010-10-06,4.065,2.26,1.63,0.495,1.6788,1.6887,5.045,0.225
2010-10-07,4.295,2.3675,1.61,0.4675,1.6811,1.6925,7.99,0.225
2010-10-08,4.21,2.3275,1.6075,0.4775,1.6661,1.6764,4.15,0.225
2010-10-11,4.32,2.3925,1.6175,0.4825,1.6699,1.6803,6.765,0.225
2010-10-13,4.245,2.3625,1.6475,0.4975,1.653,1.6626,4.59,0.225
2010-10-14,4.3775,2.465,1.615,0.5275,1.6602,1.67,9.95,0.225
2010-10-15,4.2025,2.3225,1.6325,0.4975,1.6651,1.6752,13.955,0.225
2010-10-18,4.4125,2.4525,1.645,0.5125,1.674,1.6812,10.035,0.225
2010-10-19,4.8625,2.72,1.695,0.52,1.6827,1.6914,4.5,0.225
2010-10-20,4.86,2.665,1.735,0.53,1.6775,1.6839,3.255,0.225
2010-10-21,5.25,2.8975,1.7,0.55,1.6969,1.7059,3.1,0.225
2010-10-22,5.945,3.2625,1.84,0.565,1.7057,1.7142,1.95,0.225
2010-10-25,6.27,3.4475,1.8375,0.59,1.6956,1.7053,1.93,0.225
2010-10-26,6.315,3.4725,1.8475,0.6,1.7036,1.7115,7,0.225
2010-10-27,6.675,3.6775,1.8775,0.6075,1.7214,1.7293,5.285,0.225
2010-10-28,6.5125,3.5875,1.8925,0.6,1.7042,1.7146,2.535,0.225
2010-10-29,6.4575,3.5275,1.9225,0.6025,1.6991,1.7118,7.755,0.225
2010-11-01,6.555,3.5725,1.9175,0.6125,1.703,1.7143,8.945,0.225
2010-11-03,6.0075,3.3025,1.8775,0.605,1.6898,1.6999,9.27,0.225
2010-11-04,5.84,3.2175,1.8425,0.5975,1.6708,1.6813,8.27,0.225
2010-11-05,5.845,3.2675,1.7975,0.585,1.6799,1.6909,7.315,0.225
2010-11-08,5.715,3.16,1.7375,0.5825,1.7003,1.7109,7.185,0.225
2010-11-09,5.675,3.1075,1.8225,0.5775,1.7013,1.7109,7,0.225
2010-11-10,5.655,3.1175,1.7825,0.5875,1.7079,1.719,7.345,0.225
2010-11-11,5.7,3.16,1.7675,0.595,1.7157,1.7273,4.37,0.225
2010-11-12,5.7975,3.1775,1.8025,0.5625,1.7222,1.7332,8.955,0.225
2010-11-16,6.175,3.4025,1.805,0.5975,1.7416,1.7522,16.09,0.225
2010-11-17,6.0525,3.3125,1.81,0.5825,1.7269,1.738,5.35,0.225
2010-11-18,5.635,3.1,1.7675,0.57,1.7115,1.7226,4.395,0.225
2010-11-19,5.725,3.17,1.79,0.605,1.7156,1.7266,7.16,0.225
2010-11-22,5.695,3.14,1.7675,0.595,1.7216,1.7322,4.045,0.225
2010-11-23,5.8325,3.195,1.8025,0.59,1.7357,1.7461,6.15,0.225
2010-11-24,5.8875,3.2275,1.7725,0.575,1.7216,1.7319,3.535,0.225
2010-11-25,5.9075,3.255,1.735,0.5875,1.7216,1.7326,8.73,0.225
2010-11-26,6.08,3.33,1.7975,0.5775,1.7279,1.7376,7.36,0.225
2010-11-29,6.4425,3.56,1.75,0.6075,1.7185,1.7297,7.795,0.225
2010-11-30,6.6725,3.7,1.75,0.6325,1.7143,1.7258,7.515,0.235
2010-12-01,6.48,3.605,1.71,0.6325,1.7049,1.7158,8.01,0.235
2010-12-02,5.975,3.325,1.7175,0.605,1.6963,1.7086,2.92,0.235
2010-12-03,5.8275,3.25,1.6775,0.5875,1.687,1.6996,10.75,0.235
2010-12-06,5.74,3.205,1.6775,0.5875,1.6749,1.6875,6.965,0.235
2010-12-07,5.54,3.0725,1.69,0.5975,1.6818,1.6931,11.615,0.235
2010-12-08,5.57,3.095,1.675,0.5875,1.6903,1.7002,2.445,0.235
2010-12-09,5.99,3.31,1.69,0.59,1.7103,1.7225,10.29,0.235
2010-12-10,5.85,3.2375,1.685,0.59,1.707,1.7181,7.19,0.21
2010-12-13,5.875,3.2475,1.68,0.5875,1.6939,1.7068,5.325,0.235
2010-12-14,5.74,3.175,1.68,0.59,1.6974,1.709,7.09,0.235
2010-12-15,5.59,3.0975,1.67,0.5875,1.7095,1.7205,8.01,0.235
2010-12-16,5.605,3.1,1.7125,0.6,1.7027,1.715,11.445,0.235
2010-12-17,5.575,3.0825,1.7125,0.595,1.7143,1.725,11.69,0.235
2010-12-20,5.62,3.11,1.7325,0.605,1.7066,1.7178,6.305,0.235
2010-12-21,5.4775,3.035,1.7025,0.595,1.6954,1.7066,5.635,0.235
2010-12-22,5.535,3.0375,1.7025,0.59,1.7003,1.7113,8.685,0.235
2010-12-23,5.62,3.0775,1.6975,0.5925,1.6913,1.7024,10.685,0.235
2010-12-24,5.615,3.0875,1.7125,0.6,1.6909,1.7024,11.33,0.235
2010-12-27,5.7,3.1075,1.77,0.6125,1.6859,1.6955,8.865,0.235
2010-12-28,5.545,3.0425,1.755,0.6125,1.6915,1.7029,16.2,0.235
2010-12-29,5.335,2.9225,1.68,0.5925,1.6788,1.6895,8.435,0.235
2010-12-30,5.255,2.8875,1.695,0.5975,1.66,1.6732,10.335,0.235
2010-12-31,5.27,2.9025,1.725,0.5975,1.6613,1.6728,-0.94,0.235
2011-01-03,5.09,2.8075,1.74,0.5925,1.6472,1.6596,7.255,0.235
2011-01-04,5.175,2.94,1.83,0.68,1.6605,1.6703,2.525,0.235
2011-01-05,4.925,2.69,1.73,0.5775,1.6739,1.6839,2.285,0.235
2011-01-06,4.885,2.4125,1.62,0.4525,1.6869,1.6966,2.39,0.235
2011-01-10,5.035,2.3475,1.67,0.4075,1.6891,1.7013,4.005,0.235
2011-01-11,5.115,2.8125,1.76,0.5875,1.6837,1.6954,7.38,0.235
2011-01-12,4.935,2.7175,1.7,0.5725,1.6734,1.6844,6.995,0.235
2011-01-13,5.125,2.825,1.74,0.595,1.6726,1.696,6.995,0.235
2011-01-14,5.5,3.0325,1.805,0.6175,1.6851,1.6989,8.72,0.26
2011-01-17,5.345,2.935,1.755,0.5925,1.6805,1.6934,6.02,0.235
2011-01-18,5.205,2.865,1.69,0.5725,1.6744,1.6866,7.86,0.235
2011-01-19,5.11,2.8075,1.67,0.555,1.6708,1.6822,5.14,0.235
2011-01-20,5.0475,2.78,1.66,0.56,1.6735,1.6859,7.84,0.235
2011-01-21,5.02,2.7575,1.69,0.5625,1.6777,1.6895,10.675,0.235
2011-01-24,4.905,2.7,1.7,0.5625,1.6708,1.6835,5.82,0.235
2011-01-25,4.91,2.7,1.69,0.5625,1.6718,1.6845,6.17,0.235
2011-01-26,4.775,2.6275,1.735,0.585,1.668,1.6785,9.84,0.235
2011-01-27,4.495,2.4725,1.73,0.5675,1.6764,1.6867,9.165,0.235
2011-01-28,4.37,2.4075,1.735,0.5725,1.683,1.6924,5.775,0.235
2011-01-31,4.425,2.4275,1.735,0.5725,1.667,1.6788,3.72,0.235
2011-02-01,4.345,2.3875,1.735,0.57,1.6644,1.6758,9.65,0.235
2011-02-02,4.25,2.345,1.735,0.5725,1.6672,1.6789,11.995,0.235
2011-02-03,4.19,2.31,1.74,0.57,1.6681,1.6789,11.12,0.235
2011-02-04,4.035,2.2225,1.725,0.57,1.6737,1.6834,6.935,0.235
2011-02-07,4.15,2.2875,1.745,0.58,1.6795,1.6919,11.225,0.235
2011-02-09,3.745,2.0625,1.68,0.5475,1.6593,1.669,4.145,0.235
2011-02-10,3.71,2.0475,1.68,0.5475,1.6675,1.6736,10.82,0.235
2011-02-11,3.555,1.96,1.645,0.55,1.6657,1.6736,6.72,0.235
2011-02-14,3.46,1.9075,1.625,0.545,1.667,1.677,9.045,0.235
2011-02-15,3.32,1.83,1.6,0.53,1.6698,1.6791,11.825,0.235
2011-02-16,3.4,1.8625,1.645,0.5475,1.6692,1.6805,11.595,0.235
2011-02-17,3.41,1.865,1.655,0.55,1.661,1.6705,15.01,0.235
2011-02-18,3.27,1.7975,1.58,0.525,1.6621,1.6719,7.235,0.235
2011-02-21,3.305,1.805,1.565,0.51,1.6682,1.6769,9.34,0.23
2011-02-22,3.355,1.8375,1.585,0.5175,1.6724,1.6808,12.895,0.23
2011-02-23,3.48,1.8925,1.61,0.5225,1.674,1.6828,13.53,0.23
2011-02-24,3.705,2.01,1.65,0.5375,1.6641,1.6722,6.655,0.23
2011-02-25,3.6225,1.9575,1.625,0.5275,1.663,1.6737,5.845,0.23
2011-02-28,3.665,1.9775,1.61,0.5225,1.6643,1.6734,5.835,0.23
2011-03-01,3.51,1.9025,1.58,0.5025,1.6639,1.6719,4.905,0.23
2011-03-02,3.485,1.8925,1.585,0.5025,1.6576,1.6655,0.655,0.25
2011-03-03,3.62,1.965,1.61,0.51,1.6493,1.6602,4.33,0.25
2011-03-04,3.575,1.9425,1.62,0.5075,1.6546,1.6651,7.145,0.22
2011-03-09,3.775,2.0475,1.655,0.5225,1.654,1.6636,6.795,0.215
2011-03-10,3.965,2.1525,1.6275,0.52,1.6622,1.6736,14.84,0.22
2011-03-11,4.045,2.1975,1.645,0.52,1.6649,1.6765,8.26,0.22
